id,prompt,phrasing_style,domain,d1,d2,d3,d4,d5
t2_029,"Our legacy Linux VMs are throttling during our morning traffic spikes, and the disk throughput is hitting its limits on our persistent block storage. Customers are getting checkout errors and latency is awful. How should we reorganize our virtual machines and database storage on AWS to handle this load dynamically?",implicit,Cloud Infrastructure,0.5,0.5,0.5,0,0.25
t2_030,Our security team just caught several devs pasting corporate source code and client database schemas into public generative AI chatbots to speed up their debugging. Leadership is panicking about IP leaks and breach of contract. I've attached the code examples they pasted and our current data standard. How can we deploy technical controls and configure developer approvals to let teams use LLMs safely?,implicit,AI Governance,0.75,0.5,0.5,0.25,0.5
t2_031,"Our auditors just sent back their initial review for our SOC 2 Type II prep, and they flagged us for not having a formal, audit-ready way to revoke employee system permissions immediately upon termination, especially across AWS and GitHub. How do we design an automated offboarding workflow and an access review cycle that will pass this audit?",implicit,Security,0.75,0.75,0.75,0,0.25
t2_032,Our nightly data ingestion sequence in Snowflake is failing with out-of-memory errors on our medium virtual warehouse. I've pasted the raw execution log and the main transactional SQL join query below. How do we optimize the clustering keys and query execution to stop this crash?,implicit,Data Engineering,0.5,0.5,0.5,0.25,0.5
t2_033,"We're in the middle of a migration combining customer profiles from an old Oracle CRM with our Salesforce cloud database, but the schemas are completely different and we have massive duplicates. Also, we must guarantee that any customer who requested data deletion under GDPR is completely removed from the target tables. I've attached the source and target schemas. How should we build this ETL pipeline to keep the data clean and legally compliant?",implicit,Data Engineering,0.75,0.5,0.75,0.25,0.5
t2_034,"Our nightly batch transfer from Salesforce to our internal SQL Server database is constantly missing real-time changes to customer contact info, so sales reps keep calling dead numbers. I've attached our current Python integration script. How can we transition this to an event-driven system so updates sync immediately?",implicit,System Integration,0.5,0.5,0.5,0.25,0.25
t2_035,"Our data science team is running expensive model training jobs on SageMaker, but we have no metadata tracking to match which dataset version generated which model artifact, making troubleshooting in production impossible. I've attached our current training build script. How can we automate lineage tracking and prevent untracked, run-away compute spend?",implicit,DevOps,0.75,0.5,0.75,0.25,0.5
t2_036,"We need to expand our SaaS platform to serve enterprise customers in Germany, but currently all our database nodes are in AWS US-East-1. Our legal team is raising red flags about transferring EU citizen data out of the region under GDPR rules. I've attached our global routing setup. How do we resolve these data residency requirements without duplicating our entire application codebase?",implicit,General Enterprise,0.75,0.75,0.75,0.25,0.5
t2_037,"We are expanding our product into Germany to land some enterprise deals, but currently all our database nodes are in AWS US-East-1. Our legal team is raising red flags about transferring EU citizen data out of the region under GDPR rules. I've attached our global routing setup. How do we resolve these data residency requirements without duplicating our entire application codebase?",implicit,General Enterprise,0.75,0.75,0.75,0.25,0.5
t2_038,"Draft an enterprise plan for establishing a FinOps practice in our AWS environment, aligned with the FinOps Foundation Framework. Include phases for Inform, Optimize, and Operate, define clear roles across engineering and finance, and list key cost-allocation strategies.",explicit,FinOps,0.75,0.75,0.75,0,0.25
t2_039,"Our cloud spend on AWS is growing twice as fast as our active user base and our engineering leads have no idea how much their microservices are costing. I have attached last month's AWS Cost Explorer CSV export. We need to figure out how to allocate these expenses back to individual product teams, clean up the untagged resources, and get engineers to take ownership of their resource utilization.",implicit,FinOps,0.5,0.5,0.5,0.25,0.5
t2_040,"AWS bills are going crazy again and we have no idea who is spinning up these huge instances, someone needs to get this under control fast",vague,FinOps,0.5,0.5,0.5,0,0.25
t2_041,"Create an AWS savings plan and reservation strategy document. The document needs to evaluate our current baseline compute usage, compare EC2 Instance Savings Plans with Compute Savings Plans, and outline a step-by-step purchasing and renewal schedule for our infrastructure team.",explicit,FinOps,0.5,0.5,0.75,0,0.25
t2_042,"Build a technical guide for migrating our legacy on-premises Microsoft SQL Server databases to AWS RDS PostgreSQL. Cover schema conversion strategies using the AWS Schema Conversion Tool, data migration phases using AWS Database Migration Service (DMS), and post-migration validation checks.",explicit,Cloud Infrastructure,0.5,0.5,0.5,0,0.25
t2_043,"Our active-passive setup in Azure is costing us too much overhead, and failovers are taking over forty minutes due to manual database synchronization steps. I've uploaded our current multi-region network topology diagram. We want to achieve a hot-standby model with an RTO of under 5 minutes and RPO of under 1 minute without doubling our monthly running costs.",implicit,Cloud Infrastructure,0.5,0.5,0.5,0.25,0.5
t2_044,"the azure dev environment got hit with a ton of routing errors today, can someone look at our VNets and clean up the peering?",vague,Cloud Infrastructure,0.5,0.5,0.5,0,0.25
t2_045,"Draft a comprehensive hardening guide for our AWS cloud infrastructure based on the CIS Benchmarks Level 1 and Level 2. The guide must cover IAM password policies, security group configurations, S3 bucket encryption standards, and AWS CloudTrail logging requirements.",explicit,Cloud Infrastructure,0.75,0.75,0.75,0,0.25
t2_046,"Write a comprehensive organizational policy for the procurement, deployment, and auditing of commercial LLMs and generative AI tools in our company. Align this with the NIST AI Risk Management Framework, detailing risk mitigation strategies, human-in-the-loop validation, and compliance tracking metrics.",explicit,AI Governance,0.75,0.75,0.75,0,0.25
t2_047,"Our product teams are integrating OpenAI API endpoints into several customer-facing applications, but our legal team is blocking releases because they are worried about proprietary data leakage, prompt injection vulnerabilities, and licensing issues. I've attached our draft developer terms. We need to establish clear boundaries for developers, create approval paths for third-party models, and protect our intellectual property.",implicit,AI Governance,0.5,0.5,0.5,0.25,0.25
t2_048,"Draft a formal evaluation framework for selecting enterprise-grade vector databases for our generative AI applications. The framework must detail specific evaluation criteria covering performance, security controls (like data-at-rest encryption), API capabilities, operational overhead, and hosting model flexibility (SaaS vs self-hosted on Kubernetes).",explicit,AI Governance,0.75,0.5,0.75,0,0.25
t2_049,"Write a formal disaster recovery and business continuity plan that meets SOC 2 Trust Services Criteria for security and availability. The plan must specify backup schedules, failover architectures, communication protocols during incidents, and detailed procedures for annual simulation testing.",explicit,Security,0.75,0.75,0.75,0,0.25
t2_050,"Our security audits show that developers are sharing high-privilege credentials across environments, and API keys are frequently committed to GitHub repos. I've shared our current IAM structure. We need to implement a mechanism for short-lived sessions, automate credential rotation, and intercept hardcoded secrets before they reach production.",implicit,Security,0.5,0.5,0.5,0.25,0.25
t2_051,compliance is riding us about SOC 2 access reviews and i need a way to pull active users from AWS and Okta and find the gaps,vague,Security,0.5,0.5,0.5,0,0.25
t2_052,"Create a detailed technical specification for our new data lake ingestion pipeline on AWS. The design needs to cover raw land zones in Amazon S3, schema enforcement using AWS Glue Data Catalog, batch transformations using AWS EMRA serverless Spark, and partitioning strategies to optimize query latency in Amazon Athena.",explicit,Data Engineering,0.5,0.5,0.75,0,0.25
t2_053,"Our analytics team reports that nightly Snowflake data loads are frequently failing or completing too late, which delays morning dashboards. I have attached the failing Spark task logs and our current dbt graph. We need to optimize our incremental ingestion patterns, add schema validation steps to catch bad source data early, and implement automatic retries with alerts.",implicit,Data Engineering,0.5,0.5,0.5,0.25,0.5
t2_054,"Our customer success team is worried that we are storing raw personally identifiable information in our Databricks workspace, which violates GDPR requirements for data minimization. I have attached the table schemas for our analytics database. We need to find a way to dynamically mask names and emails, audit who accesses these fields, and automatically delete user records within thirty days of a request.",implicit,Data Engineering,0.75,0.75,0.75,0.25,0.5
t2_055,"Write an integration specification for connecting Salesforce Cloud with our internal ERP system via MuleSoft AnyPoint platform. The design must map account objects, establish mutual TLS authentication, detail queue-based retry mechanisms for network failures, and define standard error payloads.",explicit,System Integration,0.5,0.5,0.5,0,0.25
t2_056,"Our sales team is frustrated because updates to accounts in HubSpot aren't reflecting in our central database, leading to dual entry. I have attached our API payload formats and database schema. We want a webhook-based synchronization that handles high concurrent volumes, resolves conflicts when updates happen in both databases simultaneously, and logs sync failures.",implicit,System Integration,0.5,0.5,0.75,0.25,0.5
t2_057,"the webhook integration between HubSpot and Jira keeps failing during high traffic spikes, can you show me how to queue these requests?",vague,System Integration,0.5,0.5,0.5,0,0.25
t2_058,"Draft a comprehensive MLOps deployment playbook for our ML engineering team using GitHub Actions and AWS SageMaker. The playbook must define the continuous training pipeline triggers, automated model validation checks, canary deployment strategies, and rollback mechanisms in case of live prediction performance degradation.",explicit,DevOps,0.75,0.5,0.75,0,0.25
t2_059,"Our developers are spending hours waiting for Jenkins to run unit and integration tests for every small commit, and sometimes builds pass locally but fail in production because of environment inconsistencies. We need to restructure our build process to run steps in parallel, use Docker containers to guarantee parity across stages, and set up slack notifications for build failures.",implicit,DevOps,0.5,0.5,0.5,0,0.25
t2_060,"devs keep pushing docker images with vulnerabilities to the registry and security is threatening to lock us down, how do we block these?",vague,DevOps,0.5,0.5,0.5,0,0.25
t2_061,"Our internal wiki is filled with outdated information about our employee onboarding process, leading to new hires setting up their access permissions incorrectly and skipping mandatory training sessions. To satisfy SOC 2 CC6.3 access control criteria to ensure we pass our audits, we need to structure our onboarding flow, define clear roles for managers and IT teams, set up automated emails for new hires, and measure completion rates.",implicit,General Enterprise,0.75,0.75,0.75,0,0.25
t2_062,"Our remote employees are reporting slow load times when accessing our central document storage on SharePoint, and our compliance audits show we have no way of tracking who downloads sensitive customer reports. I've shared our regional employee distribution sheet. We need to solve the latency issues for APAC users and ensure we have strict access tracking.",implicit,General Enterprise,0.75,0.5,0.5,0.25,0.5
t2_063,"Draft an enterprise policy for cloud cost optimization aligned with the FinOps Foundation Framework. Define roles across engineering, finance, and procurement, set tagging standards for AWS and Azure, and establish a process for tracking untagged resources.",explicit,FinOps,0.75,0.75,0.75,0,0.25
t2_064,"Create a procurement plan for AWS Savings Plans and Reserved Instances. Compare the flexibility of Compute Savings Plans against EC2 Instance Savings Plans, analyze our typical baseline usage, and map out a step-by-step commitment schedule for the next 12 months.",explicit,FinOps,0.5,0.5,0.75,0,0.25
t2_065,"Create a detailed technical specification for our new data lake ingestion pipeline on AWS. The design needs to cover raw land zones in Amazon S3, schema enforcement using AWS Glue Data Catalog, batch transformations using AWS EMR serverless Spark, and partitioning strategies to optimize query latency in Amazon Athena.",explicit,Data Engineering,0.5,0.5,0.75,0,0.25
t2_066,"Create a savings plan recommendation report for our AWS and Azure environments. We have a combined monthly spend of $120k, with 70% on compute and 30% on databases. Detail how we should structure our compute savings plans vs Azure reservations.",explicit,FinOps,0.5,0.5,0.5,0,0.25
t2_067,"Draft an enterprise policy for cloud cost allocation aligned with the FinOps Foundation Framework. Outline how we should handle shared untagged resources (like shared Kubernetes clusters, enterprise support fees, and network data transfer) and define the chargeback workflow to individual business units.",explicit,FinOps,0.75,0.75,0.75,0,0.25
t2_068,"Write a technical disaster recovery runbook for restoring our core AWS infrastructure if our primary region (us-east-1) experiences a total outage. The target region is us-west-2. We are using Terraform for VPC, RDS PostgreSQL, and ECS Fargate.",explicit,Cloud Infrastructure,0.5,0.5,0.5,0,0.25
t2_069,"Create an architecture specification for a secure multi-account AWS environment using AWS Organizations and Control Tower. The design must fully comply with the CIS AWS Foundations Benchmark version 3.0, covering IAM identity center, logging, and security hub setup.",explicit,Cloud Infrastructure,0.75,0.75,0.75,0,0.25
t2_070,"Draft an enterprise policy for building and deploying in-house LLM applications using the NIST AI Risk Management Framework (AI RMF). The document must address bias mitigation, telemetry requirements, user opt-out flows, and model registry lifecycle approvals.",explicit,AI Governance,0.75,0.75,0.75,0,0.25
t2_071,"Create a comprehensive incident response runbook for handling an active ransomware attack targeting our on-premises Windows Active Directory and hybrid Azure AD environments. Detail containment, eradication, and communication procedures for the SOC.",explicit,Security,0.5,0.5,0.75,0,0.25
t2_072,"Design a normalized PostgreSQL database schema for our retail order management system based on the sample business requirements I provided below. Please include all table definitions, index strategies for high-volume read queries, and foreign key relationships.

Requirements:
- Must support multiple retail stores
- Customers can place orders with multiple items
- Need to track stock levels at each location
- Employees belong to a specific store but can manage orders from anywhere.",explicit,Data Engineering,0.5,0.5,0.5,0.25,0.25
t2_073,"Build an API integration plan for connecting our Salesforce instance with our internal ERP system. Describe the authentication flow using OAuth 2.0, the polling mechanism for near-real-time updates, error handling strategies, and rate limiting management.",explicit,System Integration,0.5,0.5,0.75,0,0.25
t2_074,"Create a CI/CD pipeline configuration spec for building and deploying our FastAPI service to AWS ECS Fargate using GitHub Actions. I have attached our current draft workflow file. Update it to include security vulnerability scanning with Trivy and unit test execution.

Workflow Draft:
on:
  push:
    branches: [ main ]
jobs:
  build:
    runs-on: ubuntu-latest
    steps:
    - uses: actions/checkout@v3
    - name: Set up Python
      uses: actions/setup-python@v4
      with:
        python-version: '3.10'",explicit,DevOps,0.5,0.5,0.5,0.25,0.25
t2_075,"Write a corporate business continuity plan for transitioning our operations to a fully distributed model during regional disruptions. Include communication protocols, IT hardware provisioning, remote secure access controls, and crisis management reporting flows.",explicit,General Enterprise,0.75,0.5,0.75,0,0.25
t2_076,"Our cloud spend on GCP is getting out of hand, especially with BigQuery and GKE. Our billing dashboard (I've shared the CSV export) shows massive spikes in lookups and idle compute. How can we reconfigure our autoscaling, partition our tables, and set up automatic budget alerts to stop these overruns?

Billing Logs Export:
Date,Service,Cost,UsageType
2023-10-01,BigQuery,$450.00,Analysis
2023-10-01,ComputeEngine,$890.00,GKE-Cores
2023-10-02,BigQuery,$1200.00,Analysis
2023-10-02,ComputeEngine,$910.00,GKE-Cores
2023-10-03,BigQuery,$320.00,Analysis",implicit,FinOps,0.75,0.5,0.75,0.25,0.5
t2_077,"We are struggling to map our AWS resource costs back to our internal business units, which is a major issue as we try to align with the FinOps Foundation standards. We have dozens of untagged resources like shared Elasticache nodes and NAT Gateways. How should we set up our tag-or-terminate flows and allocate these shared infrastructure costs?",implicit,FinOps,0.5,0.75,0.5,0,0.25
t2_078,"We are currently hosting our legacy web portal in an on-premises VMware environment, but the hardware is end-of-life. I've uploaded our physical hardware inventory details. How do we move these virtual machines over to AWS EC2, what storage classes should we use for our file shares, and how can we keep our downtime under two hours?

Inventory List:
- VM-Web-01: 4 vCPU, 16GB RAM, 100GB SSD (Debian 11)
- VM-Web-02: 4 vCPU, 16GB RAM, 100GB SSD (Debian 11)
- VM-DB-01: 16 vCPU, 64GB RAM, 1TB NVMe (RHEL 8, PostgreSQL 14)
- VM-File-01: 2 vCPU, 8GB RAM, 4TB HDD (Windows Server 2019, NFS/SMB share)",implicit,Cloud Infrastructure,0.5,0.25,0.5,0.25,0.5
t2_079,"Our AWS Lambda functions are suffering from massive latency spikes during traffic bursts, and our database connections to RDS MySQL are constantly exhausted. I've provided our serverless architecture details and the CloudWatch metrics logs. How do we solve this database connection bottleneck and reduce the cold start impact?

Logs and Metrics:
[2023-10-15T14:22:10Z] Lambda duration: 15400ms (Cold Start: true)
[2023-10-15T14:22:15Z] Error: ConnectionPoolTimeoutException: Timeout waiting for connection from pool
[2023-10-15T14:22:20Z] Active database connections: 100/100 (RDS MySQL DBInstance)",implicit,Cloud Infrastructure,0.5,0.5,0.5,0.25,0.5
t2_080,"Our product team is integrating Azure OpenAI into our public customer service chatbot, but legal has raised major concerns about prompt injections and toxic outputs. I have shared our current system prompt and safety filtering rules. How can we implement robust guardrails, establish review processes, and monitor for toxic user prompts?

System Prompt:
You are an enterprise helper assistant. You must never discuss salary, internal IP addresses, or competitor tools.

Safety Filtering Rules (JSON):
{
  'hate_speech_threshold': 'medium',
  'sexual_content_threshold': 'high',
  'violence_threshold': 'high'
}",implicit,AI Governance,0.75,0.5,0.75,0.25,0.5
t2_081,"We are preparing for our very first SOC 2 Type II audit and need to fix several critical gaps in how we control access to production databases. We currently have developer accounts with read-write access to RDS, no centralized logging of database sessions, and manual access reviews. What controls do we need to set up to satisfy the trust services criteria?",implicit,Security,0.75,0.75,0.75,0,0.25
t2_082,"Our daily Snowflake ELT pipeline is breaking because our source data schema (which I've attached below) changes without notice. We need to handle schema evolution gracefully, track bad rows in a dead-letter queue, and send real-time alerts to Slack. How should we build this ingestion flow using dbt and Snowflake?

JSON Schema:
{
  'type': 'object',
  'properties': {
    'event_id': {'type': 'string'},
    'timestamp': {'type': 'integer'},
    'payload': {
      'type': 'object',
      'properties': {
        'user_id': {'type': 'string'},
        'action': {'type': 'string'}
      }
    }
  }
}",implicit,Data Engineering,0.5,0.5,0.5,0.25,0.5
t2_083,"We are connecting Salesforce CRM with ServiceNow so that customer complaints in Salesforce automatically trigger IT support incidents in ServiceNow. We need to handle bidirectional syncing, map custom fields, avoid duplicate tickets when updates occur simultaneously, and manage API rate limits. What is the best way to architecture this sync process?",implicit,System Integration,0.5,0.5,0.5,0,0.25
t2_084,"Our production ML model's accuracy has steadily dropped since last month, and we suspect data drift. We are running on Kubernetes and use MLflow for tracking. How should we automate drift detection using open-source tools, set up our retraining trigger rules, and swap out the old model in production with zero downtime?",implicit,DevOps,0.75,0.5,0.75,0,0.25
t2_085,"Our teams are struggling to collaborate effectively across our global office locations, and projects are slipping. I've shared our quarterly feedback survey results. How do we organize our asynchronous communication channels in Slack, schedule meetings across 4 time zones, and improve our cross-team knowledge sharing?

Survey Feedback Snippets:
- 'I feel left out of key decisions because half the team chats in Slack synchronously while I am asleep in London.'
- 'We spend too much time in 8:00 AM EST meetings just giving status updates that could easily be written down.'
- 'Our onboarding process is a nightmare because all setup info is scattered across 15 different Google Docs.'
- 'It takes 3 days to get a simple architecture question answered because there's no central repo of decisions.'",implicit,General Enterprise,0.5,0.25,0.5,0.25,0.5
t2_086,"Hey, compliance team is saying our chatgpt usage breaches company rules cuz devs are pasting proprietary code, what steps can we do to stop this?",vague,AI Governance,0.5,0.5,0.5,0,0.25
t2_087,"audit team is bugging us about admin access on our servers, how do we clean up access and track who does what?",vague,Security,0.5,0.5,0.5,0,0.25
t2_088,"our database queries are taking like 10 minutes to run and hosting costs are skyrocketing, need a quick way to diagnose why",vague,Data Engineering,0.5,0.5,0.5,0,0.25
t2_089,"jira alerts are completely spamming our slack channels and nobody reads them anymore, whats a better setup?",vague,System Integration,0.5,0.5,0.5,0,0.25
t2_090,"we just pushed an unencrypted AWS secret key to a public github repo and compliance is on fire, how do we rotate, purge history, and set up guardrails to prevent this under CIS controls?",vague,DevOps,0.75,0.75,0.75,0,0.25
t3_001,legal is freaking out about our data residency situation across clouds with the new OpenAI integration,vague,AI Governance,0.75,0.75,0.75,0.75,0.25
t3_002,the board wants to know how our engineering velocity stacks up against Snowflake and Databricks on the AI side,vague,Competitive Intelligence,0.75,0.75,0.75,0.75,0.25
t3_003,CEO wants to see if we can save money by moving some model workloads from Azure to AWS but still keep latency low,vague,General Enterprise,0.75,0.75,0.75,0.75,0.25
t3_004,audit says we are exposing customer PII via our self-hosted LLMs and we need this patched ASAP before compliance audits,vague,Security,0.75,1,0.75,0.5,0.5
t3_005,we have some healthcare data we want to run through GCP Vertex but compliance is saying it violates HIPAA,vague,Regulatory Compliance,0.75,0.75,0.75,0.75,0.5
t3_006,"our cloud bills just spiked 40% after the marketing team started using Midjourney and Bedrock APIs, need this figured out",vague,FinOps,0.75,0.75,0.75,0.75,0.5
t3_007,we're trying to figure out if we should centralize our vector databases or let each team run their own on Pinecone,vague,Data Engineering,0.75,0.75,0.75,0.75,0.5
t3_008,"Build a comprehensive compliance roadmap for deploying AWS Bedrock and Azure OpenAI across our EMEA entities, adhering to both the EU AI Act and GDPR requirements.",explicit,AI Governance,1,1,1,1,0.75
t3_009,"Create a comparative cost specification for hosting a 70B parameter Llama model on-premises using NVIDIA H100s versus serverless endpoints on AWS Bedrock and GCP Vertex AI, modeled against FinOps Foundation standards.",explicit,FinOps,1,1,1,1,0.75
t3_010,"We need a competitive market research document detailing the pricing models, performance benchmarks, and feature gaps of Databricks Model Serving against Snowflake Cortex AI to help us select our primary data platform.",explicit,Competitive Intelligence,1,1,1,1,0.75
t3_011,"Design a multi-cloud data architecture specification that details active-active database replication between AWS Aurora and Google Cloud Spanner, highlighting latency mitigation and regional failover procedures.",explicit,Cloud Infrastructure,1,1,1,0.75,0.75
t3_012,"Draft an incident response roadmap for securing a Kubernetes-based LLM application stack against OWASP Top 10 LLM vulnerabilities, integrating Prisma Cloud and AWS GuardDuty alerts.",explicit,Security,1,1,1,0.75,0.5
t3_013,"Create an enterprise data strategy specification for a financial services company migrating from legacy Oracle Warehouses to a unified Lakehouse on AWS using Apache Iceberg, detailing data governance and ingestion patterns.",explicit,Data Engineering,1,1,1,0.5,0.75
t3_014,Deliver a cross-regulatory compliance roadmap mapping our current AWS and Azure AI integrations to the requirements of the Singapore MAS TRM and SEC cyber-risk disclosure rules.,explicit,Regulatory Compliance,1,1,1,1,0.75
t3_015,"Produce a technical architecture specification for an enterprise-wide cloud governance model spanning AWS, Azure, and GCP, detailing IAM federation, network perimeter design, and automated landing zone deployments.",explicit,Cloud Infrastructure,1,1,1,0.5,0.75
t3_016,"Our engineering teams are deploying custom Copilot instances using internal codebases, and our security and IP teams are worried about trade secrets leaking into public training sets and licensing violations.",implicit,AI Governance,0.75,0.75,0.75,0.75,0.5
t3_017,"We are hitting major API rate limits and runaway costs on Azure OpenAI across fifteen product lines, and we need a way to throttle usage, charge back individual business units, and optimize model routing dynamically.",implicit,FinOps,1,1,1,0.75,0.75
t3_018,"Our leadership wants to know how Cohere, Anthropic, and OpenAI compare when it comes to enterprise-grade private deployments, data processing agreements, and customization capabilities.",implicit,Competitive Intelligence,0.75,0.75,0.75,1,0.5
t3_019,"We are launching a financial advising application in Germany and the UK that runs on Azure OpenAI, and local regulators are demanding to know exactly how we prevent hallucinated advice, log user interactions, and handle GDPR delete requests.",implicit,Regulatory Compliance,1,1,1,1,0.5
t3_020,"Our current setup is split between GCP BigQuery and AWS Snowflake, which is causing massive egress fees and inconsistent data views during our overnight batch syncs, and we have to solve this data fragmentation.",implicit,Cloud Infrastructure,0.75,0.75,0.75,0.75,0.5
t3_021,"Our database administration team found out that our vector search database in Pinecone is exposed to the public internet and holds proprietary healthcare data, and we need to lock down network access without breaking our production apps.",implicit,Security,1,0.75,1,0.75,0.5
t3_022,"We have data lakes sitting across AWS S3 and Azure ADLS Gen2 that we need to query simultaneously using Starburst Enterprise, but our metadata catalogs are out of sync and search queries are taking hours to return.",implicit,Data Engineering,0.75,0.75,0.75,0.75,0.5
t3_023,"The executive committee is questioning our massive cloud spend increase on Databricks over the past three quarters and wants a clear picture of what drove the cost, whether it matches our business growth, and how we can bring it back in line.",implicit,General Enterprise,1,0.75,1,0.5,0.75
t3_024,"We have internal developers building apps with consumer LLM APIs on their own credit cards because our corporate approval process is too slow, creating shadow IT and massive compliance exposure.",implicit,AI Governance,0.75,0.75,0.75,1,0.5
t3_025,"Our FinOps team is struggle to allocate our shared Kubernetes cluster spend running GPU-heavy ML training workloads down to individual department budgets, leaving us with a $3M unallocated bucket.",implicit,FinOps,1,0.75,0.75,1,0.5
t3_026,we need to figure out who is responsible if one of our developers pushes proprietary AWS code generated by Claude to a public repo,vague,AI Governance,0.75,0.75,0.75,0.75,0.25
t3_027,management is worried that our new customer service bot is going to hallucinate pricing and commit us to contracts we can't fulfill,vague,AI Governance,0.75,0.75,0.75,0.75,0.25
t3_028,why did our Snowflake usage charges double last month when the data science team started running those cluster jobs,vague,FinOps,0.75,0.75,0.75,0.75,0.25
t3_029,we need to compare what we pay for vector search on Pinecone vs keeping it on self-managed Milvus before we expand,vague,FinOps,0.75,0.75,0.75,0.75,0.25
t3_030,"sales is saying our AI pipeline features are losing deals to Databricks, we need to know where we're actually lagging",vague,Competitive Intelligence,0.75,0.75,0.75,0.75,0.25
t3_031,how does Azure's current model catalog compare to Bedrock's when it comes to custom model hosting,vague,Competitive Intelligence,0.75,0.75,0.75,0.75,0.25
t3_032,auditors are asking how we ensure our user data stays in Germany when we route prompts to OpenAI,vague,Regulatory Compliance,0.75,0.75,0.75,0.75,0.5
t3_033,compliance wants to know if our credit scoring models are violating any fair lending laws since we added the new data streams,vague,Regulatory Compliance,0.75,0.75,0.75,0.75,0.5
t3_034,we're getting crushed by egress fees when syncing our training data between S3 and our GCP Vertex cluster,vague,Cloud Infrastructure,0.75,0.75,0.75,0.75,0.5
t3_035,how do we handle user authentication across AWS and Azure when both environments run separate microservices for our AI platform,vague,Cloud Infrastructure,0.75,0.75,0.75,0.75,0.5
t3_036,someone just bypassed our system prompt using an injection attack and we need to patch our API before we get hacked,vague,Security,0.75,1,0.75,0.5,0.5
t3_037,we need to lock down our API keys because several developers hardcoded them into their public git commits last week,vague,Security,0.75,1,0.75,0.75,0.5
t3_038,our models are returning stale results because our vector embedding sync from PostgreSQL takes too long,vague,Data Engineering,0.75,0.75,0.75,0.75,0.5
t3_039,should we build our own data pipeline with Kafka or just use AWS Managed Streaming to feed our real-time models,vague,Data Engineering,0.75,0.75,0.75,0.75,0.5
t3_040,"We have employees uploading sensitive corporate files into external web interfaces of Gemini and ChatGPT, and we need to block these actions at the gateway level without impacting engineering research.",implicit,AI Governance,0.75,0.75,0.75,0.75,0.5
t3_041,"Our marketing division bought a custom LLM fine-tuning service from a third-party startup without IT review, and now we need to figure out where our customer data is being stored and who has access.",implicit,AI Governance,0.75,0.75,0.75,1,0.5
t3_042,"Our customer-facing LLM is starting to output toxic and brand-damaging language during long chat sessions, and we need to design an automated real-time moderation pipeline to intercept these generations before they hit user screens.",implicit,AI Governance,1,1,1,1,0.75
t3_043,"Our engineering team spun up several multi-node GPU clusters on GCP for model training and forgot to turn them off over the weekend, resulting in a sudden billing spike that we need to attribute and prevent.",implicit,FinOps,0.75,0.75,0.75,0.75,0.5
t3_044,We need to set up a system that dynamically routes model inference requests to the cheapest available provider between Azure OpenAI and AWS Bedrock depending on current token pricing and latency baselines.,implicit,FinOps,1,0.75,1,0.75,0.75
t3_045,"Our cloud spend has grown exponentially since we launched our recommendation engine, and we need to attribute these dynamic API call costs directly back to the specific client applications driving the load.",implicit,FinOps,1,1,1,1,0.75
t3_046,"We are losing major enterprise clients to competitors who offer built-in retrieval-augmented generation out of the box, and we need to evaluate the technical gaps in our existing search layer to catch up.",implicit,Competitive Intelligence,0.75,0.75,0.75,1,0.5
t3_047,"Our sales leadership wants to understand how the feature sets, SLAs, and performance metrics of enterprise GitHub Copilot compare against GitLab Duo before we renew our multi-year license.",implicit,Competitive Intelligence,1,1,1,1,0.75
t3_048,"Our healthcare application needs to process patient records using cloud-hosted LLMs, but we must guarantee that no data is retained by the hosting provider or used for model training under HIPAA guidelines.",implicit,Regulatory Compliance,0.75,0.75,0.75,1,0.5
t3_049,We are launching a financial analytics platform in the European Union and must prove that our automated decision-making processes comply with the explainability standards mandated by regional regulators.,implicit,Regulatory Compliance,1,1,1,1,0.75
t3_050,"We have our main applications running on Azure, but our machine learning pipelines are hosted on GCP Vertex AI, and we are experiencing massive latency and connection dropouts during model syncs.",implicit,Cloud Infrastructure,0.75,0.75,0.75,0.75,0.5
t3_051,Our organization wants to avoid vendor lock-in by designing a system where our LLM application workloads can failover from AWS Bedrock to Azure OpenAI within seconds during regional outages.,implicit,Cloud Infrastructure,1,1,1,0.75,0.75
t3_052,We discovered that our internal search engine can be manipulated via prompt injection to reveal restricted salary files and board meeting notes to low-level employees.,implicit,Security,0.75,0.75,0.75,0.75,0.5
t3_053,"Our data science team is downloading pre-trained models from Hugging Face and running them locally on our corporate network, exposing us to potential supply chain exploits and malicious code execution.",implicit,Security,1,1,1,0.75,0.5
t3_054,Our real-time recommendations are failing because our database takes several minutes to convert raw customer event streams into vector embeddings and index them.,implicit,Data Engineering,0.75,0.75,0.75,0.75,0.5
t3_055,"We have high volumes of unstructured PDF data sitting in scattered S3 buckets that we need to clean, chunk, and index into a centralized vector database for enterprise-wide search.",implicit,Data Engineering,1,1,1,0.75,0.5
t3_056,Our chief executive wants to know why our tech organization has spent millions on cloud GPU resources over the last year without producing a single production-ready application.,implicit,General Enterprise,0.75,0.75,0.75,0.75,0.5
t3_057,Our business leads want to understand whether we should invest in building our own proprietary models or continue paying subscription fees for commercial foundational models.,implicit,General Enterprise,1,0.75,1,0.5,0.5
t3_058,Our chief operating officer is demanding a clear explanation for why our engineering infrastructure costs increased by 150% while our active user base only grew by 10%.,implicit,General Enterprise,1,1,1,1,0.5
