id,prompt,intent,task_type,reasoning_chain_detected,d1,d2,d3,d4,d5,complexity_score,tier,complexity,original_complexity,research_signals,confidence,low_confidence_flag,task_description,expected_answer,prompting_techniques,prompt_type,phrasing_style,domain,source
aug_v3_boundary_t3_028,"Analyze audit evidence workflow. Use the provided context about SOX evidence, control owners, and exception aging. Give a structured recommendation with assumptions, risks, and next steps. Case variant 1. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""regulatory_compliance""]",,False,T3 boundary case for audit evidence workflow,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_029,"Analyze audit evidence workflow. Use the provided context about SOX evidence, control owners, and exception aging. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for audit evidence workflow,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_029,"Analyze audit evidence workflow. Use the provided context about SOX evidence, control owners, and exception aging. Give a structured recommendation with assumptions, risks, and next steps. Case variant 2. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,reasoning,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""regulatory_compliance""]",,False,T3 boundary case for audit evidence workflow,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_boundary_t2_030,"Analyze audit evidence workflow. Use the provided context about SOX evidence, control owners, and exception aging. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Keep the scope limited to the current team and avoid external market research.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.25,0.5,0.65,T2,medium,,"[""external_research""]",,False,T2 boundary case for audit evidence workflow,,,AUGMENTED_BOUNDARY_T2,,,aug_v3
aug_v3_boundary_t3_030,"Analyze audit evidence workflow. Use the provided context about SOX evidence, control owners, and exception aging. Give a structured recommendation with assumptions, risks, and next steps. Case variant 3. Include current external benchmarks, vendor guidance, regulatory implications, and a cross-functional rollout plan.",SYNTHETIC,generation,True,0.75,0.75,0.75,0.75,0.5,0.725,T3,high,,"[""regulatory_compliance""]",,False,T3 boundary case for audit evidence workflow,,,AUGMENTED_BOUNDARY_T3,,,aug_v3
aug_v3_task_classification_001,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: cloud infrastructure, variant 1. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for cloud infrastructure,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_002,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: cloud infrastructure, variant 2. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for cloud infrastructure,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_003,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: cloud infrastructure, variant 3. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for cloud infrastructure,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_004,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: cloud infrastructure, variant 4. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for cloud infrastructure,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_005,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: cloud infrastructure, variant 5. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for cloud infrastructure,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_006,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: customer support, variant 1. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for customer support,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_007,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: customer support, variant 2. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for customer support,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_008,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: customer support, variant 3. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for customer support,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_009,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: customer support, variant 4. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for customer support,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_010,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: customer support, variant 5. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for customer support,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_011,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: security operations, variant 1. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for security operations,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_012,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: security operations, variant 2. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for security operations,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_013,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: security operations, variant 3. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for security operations,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_014,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: security operations, variant 4. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for security operations,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_015,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: security operations, variant 5. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for security operations,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_016,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: finance operations, variant 1. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for finance operations,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_017,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: finance operations, variant 2. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for finance operations,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_018,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: finance operations, variant 3. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for finance operations,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_019,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: finance operations, variant 4. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for finance operations,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_020,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: finance operations, variant 5. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for finance operations,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_021,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: HR workflow, variant 1. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for HR workflow,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_022,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: HR workflow, variant 2. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for HR workflow,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_023,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: HR workflow, variant 3. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for HR workflow,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_024,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: HR workflow, variant 4. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for HR workflow,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_025,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: HR workflow, variant 5. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for HR workflow,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_026,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: data governance, variant 1. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for data governance,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_027,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: data governance, variant 2. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for data governance,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_028,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: data governance, variant 3. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for data governance,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_029,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: data governance, variant 4. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for data governance,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_030,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: data governance, variant 5. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for data governance,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_031,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: DevOps release, variant 1. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for DevOps release,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_032,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: DevOps release, variant 2. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for DevOps release,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_033,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: DevOps release, variant 3. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for DevOps release,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_034,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: DevOps release, variant 4. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for DevOps release,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_035,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: DevOps release, variant 5. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for DevOps release,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_036,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: vendor management, variant 1. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for vendor management,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_037,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: vendor management, variant 2. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for vendor management,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_038,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: vendor management, variant 3. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for vendor management,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_039,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: vendor management, variant 4. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for vendor management,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_classification_040,"Classify each support ticket as billing, technical, security, or account access. Return the label and one-sentence rationale for every item. Context: vendor management, variant 5. Keep the answer precise and use the requested output structure.",FACTUAL,classification,False,0.25,0.5,0.25,0.0,0.25,0.2625,T1,low,,[],,False,classification coverage example for vendor management,,,AUGMENTED_CLASSIFICATION,,,aug_v3
aug_v3_task_coding_041,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: cloud infrastructure, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for cloud infrastructure,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_042,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: cloud infrastructure, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for cloud infrastructure,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_043,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: cloud infrastructure, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for cloud infrastructure,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_044,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: cloud infrastructure, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for cloud infrastructure,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_045,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: cloud infrastructure, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for cloud infrastructure,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_046,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: customer support, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for customer support,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_047,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: customer support, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for customer support,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_048,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: customer support, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for customer support,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_049,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: customer support, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for customer support,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_050,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: customer support, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for customer support,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_051,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: security operations, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for security operations,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_052,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: security operations, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for security operations,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_053,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: security operations, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for security operations,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_054,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: security operations, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for security operations,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_055,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: security operations, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for security operations,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_056,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: finance operations, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for finance operations,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_057,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: finance operations, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for finance operations,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_058,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: finance operations, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for finance operations,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_059,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: finance operations, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for finance operations,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_060,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: finance operations, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for finance operations,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_061,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: HR workflow, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for HR workflow,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_062,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: HR workflow, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for HR workflow,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_063,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: HR workflow, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for HR workflow,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_064,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: HR workflow, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for HR workflow,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_065,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: HR workflow, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for HR workflow,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_066,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: data governance, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for data governance,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_067,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: data governance, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for data governance,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_068,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: data governance, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for data governance,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_069,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: data governance, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for data governance,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_070,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: data governance, variant 5. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for data governance,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_071,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: DevOps release, variant 1. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for DevOps release,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_072,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: DevOps release, variant 2. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for DevOps release,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_073,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: DevOps release, variant 3. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for DevOps release,,,AUGMENTED_CODING,,,aug_v3
aug_v3_task_coding_074,"Write a Python function that validates a JSON payload, checks required fields, normalizes dates, and returns structured validation errors with sample tests. Context: DevOps release, variant 4. Keep the answer precise and use the requested output structure.",ANALYTICAL,coding,True,0.5,0.75,0.75,0.0,0.5,0.525,T2,medium,,[],,False,coding coverage example for DevOps release,,,AUGMENTED_CODING,,,aug_v3
